titik_sampel;lintang_selatan;bujur_timur;jenis_parameter;parameter;baku_mutu;hasil_pengukuran;periode_data;periode_pemantauan;bulan_sampling;nama_sungai;alamat
BRN-2;-6,246067;106,920545;Kimia;COD;25;66;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;DO;4;2,635;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Nitrat;10;1,6;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Nitrit;0,06;0,05;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Total P;0,2;0,7;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;F;1,5;0,53;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;H2S;0,002;0,182;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Klorin Bebas;0,03;0,04;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Hg;0,002;0,000049;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Zn;0,05;0,018;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cu;0,02;0,01;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;MBAS;0,2;0,46;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Fenol;0,005;0,0046;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Biologi;Total Coliform;5000;5000000;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Biologi;Fecal Coliform;1000;1400000;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Fisika;TDS;1000;386,9;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;FIsika;TSS;50;28;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;pH;6-9;7,54;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;BOD;3;22,35;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;COD;25;89;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;DO;4;1,26;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Nitrat;10;0,539;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Nitrit;0,06;0,02;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Total P;0,2;1,71;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;F;1,5;0,29;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;H2S;0,002;0,02;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Klorin Bebas;0,03;0,01;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Hg;0,002;0,000049;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cd;0,01;0,0059;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Zn;0,05;0,0069;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cu;0,02;0,009;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Cr6+;0,05;0,0029;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;MBAS;0,2;0,43;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Kimia;Fenol;0,005;0,00069;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Biologi;Total Coliform;5000;5000000;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-2;-6,246067;106,920545;Biologi;Fecal Coliform;1000;3000000;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl. Kalimalang (Depo Bangunan Pondok Kelapa)
BRN-3;-6,20575832;106,9278423;Fisika;TDS;1000;306;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;FIsika;TSS;50;48;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;pH;6-9;6,98;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;BOD;3;15,16;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;COD;25;49;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;DO;4;2,3;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrit;0,06;0,05;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Total P;0,2;1,5;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;F;1,5;0,4;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;H2S;0,002;0,027;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Klorin Bebas;0,03;0,27;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Hg;0,002;0,0001;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Zn;0,05;0,0069;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;MBAS;0,2;0,09;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Fenol;0,005;0,0101;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Total Coliform;5000;35000000;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Fecal Coliform;1000;14000000;2023;Periode 1 (Musim Hujan);2;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Fisika;TDS;1000;310;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;FIsika;TSS;50;55;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;pH;6-9;6,92;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;BOD;3;24,79;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;COD;25;132;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;DO;4;2,05;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrat;10;1,1;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrit;0,06;0,05;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Total P;0,2;1,8;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;F;1,5;0,019;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;H2S;0,002;0,65;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Klorin Bebas;0,03;0;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Hg;0,002;0,000049;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cd;0,01;0,0059;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Zn;0,05;0,0069;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cu;0,02;0,009;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Pb;0,03;0,019;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cr6+;0,05;0,0029;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;MBAS;0,2;0,2;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Fenol;0,005;0,0178;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Total Coliform;5000;11000000;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Fecal Coliform;1000;7000000;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Fisika;TDS;1000;352,4;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;FIsika;TSS;50;54;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;pH;6-9;7,03;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;BOD;3;37,96;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;COD;25;140;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;DO;4;0,6;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrat;10;2;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrit;0,06;0,05;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Total P;0,2;1,71;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;F;1,5;0,4;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;H2S;0,002;0,497;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Klorin Bebas;0,03;0,435;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Hg;0,002;0,000049;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Zn;0,05;0,019;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cu;0,02;0,009;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;MBAS;0,2;0,48;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Fenol;0,005;0,0062;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Total Coliform;5000;5000000;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Fecal Coliform;1000;1400000;2023;Periode 3 (Musim Kemarau);8;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Fisika;TDS;1000;443,1;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;FIsika;TSS;50;58;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;pH;6-9;6,76;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;BOD;3;15,93;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;COD;25;37;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;DO;4;0,45;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrat;10;0,539;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Nitrit;0,06;0,04;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Total P;0,2;1,81;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;F;1,5;0,08;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;H2S;0,002;0,45;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Klorin Bebas;0,03;0,03;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Hg;0,002;0,000049;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cd;0,01;0,0059;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Zn;0,05;0,0069;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cu;0,02;0,01;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Cr6+;0,05;0,0029;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Minyak dan Lemak;1;0,75;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;MBAS;0,2;0,53;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Kimia;Fenol;0,005;0,00069;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Total Coliform;5000;7000000;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-3;-6,20575832;106,9278423;Biologi;Fecal Coliform;1000;3000000;2023;Periode 4 (Musim Peralihan);9;Buaran;Jl.Penggilingan (Pusat Industri Kecil)
BRN-4;-6,187639;106,929722;Fisika;TDS;1000;373;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;FIsika;TSS;50;86;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;pH;6-9;7,175;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;BOD;3;36,42;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;COD;25;141;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;DO;4;2,2;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Nitrit;0,06;0,02;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Total P;0,2;1,58;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;F;1,5;0,49;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;H2S;0,002;0,03;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Klorin Bebas;0,03;0,03;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Hg;0,002;0,0001;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Zn;0,05;0,03;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;MBAS;0,2;0,07;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;Fenol;0,005;0,0038;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Biologi;Total Coliform;5000;35000000;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Biologi;Fecal Coliform;1000;17000000;2023;Periode 1 (Musim Hujan);2;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Fisika;TDS;1000;340;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;FIsika;TSS;50;50;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;pH;6-9;6,975;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;BOD;3;21,13;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl. Penggilingan/United Traktor
BRN-4;-6,187639;106,929722;Kimia;COD;25;127;2023;Periode 2 (Musim Peralihan);5;Buaran;Jl. Penggilingan/United Traktor
